P789GKF;2016;B14;1.4;XX;5;1 GARRAFA;QUAKER FULL S;10W30;PH 2840;AF-1109013-G03;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P914KKX;X;OUTLANDER;X;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2808;CA 10497;X;EUROL CVT;X;X;X;X;X;X;X;3 GARRAFAS;FT A004 (B);CF 10140;X;X;X;X;X;X;X;X
P954JNL;2002;ECLIPSE;3.0  V6;XX;32;4 LITROS;MOTUL BARRIL;10W30;PH 2808;XX;75W90 (3 LTOS);XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P778LKG;X;L200;X;X;32;8 LITROS;VECTON BARRIL;10W30;PH 2867;17801-38051;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P028LFW;2021;OUTLAND;2;X;32;1 GARRAFA;VALVOLINE FULL;5W20;PH 2867;CA 10910;X;X;X;X;X;X;X;X;X;X;X;CF 10140;X;X;X;X;X;X;X;X
P365LJG;2014;OUTLAND;2;X;32;1 GARRAFA;MAXLIFE;10W30;PH 2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P510GMD;2004;OUTLAND;X;X;32;1 GARRAFA;MAGNATEC;20W50;PH 2808;CA 8208;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P363LMJ;2015;OUTLAND;X;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2867;x;x;EUROL CVT;X;X;X;X;x;X;X;1 GARRAFA 1 LTO;FT A004 (B);CF 10140;X;x;X;X;X;X;X;X
P309KYH;X;OUTLANDER;X;X;32;X;X;X;X;X;X;EUROL CVT;X;X;X;X;X;X;X;3 GARRAFAS;FT A004(B) FT AOO6;;X;X;X;X;X;X;X;X
P110LBT;2015;MIRAGE;XX;XX;32;1 GARRAFA;QUAKER FULL;5W30;PH 2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P097FQF;2000;L200;X;X;32;6.5 LITROS;MOTUL BARRIL;15W40;LFP 805;MD620563/17801-54080;X;X;X;X;X;X;COASTAL 75W90;X;X;X;X;X;X;FP 941F;X;X;X;X;X;X
P863JGY;2019;MIRAGE;1.2;XX;32;1 GALON;MAGNATEC;10W30;PH 2867;17801-OY040;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 11766/ WA 10125;X;XX;X;X;X;X;X;X
P009JHB;2011;OUTL;XX;XX;32;1 GARRAFA;QUAKER FULL S;10W30;PH2867;CA 10497;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10134;X;XX;X;X;X;X;X;X
P969KWM;2014;OUTL;XX;XX;32;1 GARRFA;MAXLIFE;10W30;PH 2867;CA 10910;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10140;X;XX;X;X;X;X;X;X
P509LFV;2017;OUTL;2;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2867;CA 10910;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10140;X;XX;X;X;X;X;X;X
P561KYG;X;OUTL;X;X;32;5 LITROS;MOTUL BARRIL;10W30;PH 2867;CA 10910;X;EUROL CVT;X;X;X;X;X;X;X;1 GARRAFA;FT A004 (B)/ FTA006;CF 7803A005;X;X;X;X;X;X;X;X
P455JWR;XX;OUTL.;XX;XX;32;1 GARRAFA;VALVOLINE F;10W30;PH 2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P215LMJ;2015;OUTLAN;2;X;32;1 GARRAFA;QUAKER FULL S;10W30;PH 2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P939KYG;2004;FRONTIER;XX;XX;34;1 GARRAFA;MAGNATEC;10W30;PH 2867;XX;XX;;X;X;X;X;VALV 80W90;X;X;;;;X;XX;X;X;X;X;X;X
P495LHY;2025;NP300;2.4;X;34;6 LITROS;VECTON BARRIL;15W40;PH 253;PABS 2269;X;X;X;X;X;X;X;X;X;X;X;CF 10140;X;16403-4KV0A;X;X;X;X;X;X
P872JXM;2010;ROGUE;2.5;XX;34;5 LITROS;MOTUL BARRIL;10W30;PH 2876;XX;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GARRAFA 1LTO;FT A004 (A);CF 10550;X;XX;X;X;X;X;X;X
P063HVY;XX;ROGUE;XX;XX;34;1 GARRAFA 1 LTO;MAGNATEC;20W50;PH 2867;PAB 6900;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P629LFN;2015;ROGUE;2.5;X;34;5.5 LITROS;MAXLIFE BARRIL;10W30;PH 2876;CA 11858;X;X;X;X;X;X;X;X;X;X;X;K 1367;X;X;X;X;X;X;X;X
P590KYG;2017;ROGUE;X;X;34;X;X;X;X;X;X;EUROL CVT;X;X;X;X;X;X;X;3 GARRAFAS;FT 31728-28X0A;;X;X;X;X;X;X;X;X
P389GYW;2010;SENTRA;XX;XX;34;XX;XX;XX;XX;XX;XX;CASTROL CVT;X;X;X;X;XX;X;X;1 GARRAFA;FTA006;XX;X;XX;X;X;X;X;X;X
P016JGZ;2013;SENTRA;1.8;X;34;1 GARRAFA;QUAKER F;10W30;PH 2876;CA 6900;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P838KYG;2018;SENTRA;1.8;XX;34;1 GARRAFA;QUAKER FULL;5W30;PH 2876;CA 6900;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GARRAFA 1 LTO;FT 3JX0A;XX;X;XX;X;X;X;X;X;X
P209LLC;2016;VERSA;1.6;X;34;1 GARRAFA;MAXLIFE;5W30;PH 2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P727DBR;X;JIMMY;X;X;42;1 GARRAFA;MAGANATEC;20W50;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P062KSX;XX;22R;XX;XX;44;1 GARRAFA;MAX LIFE;20W50;PH 2835;17801-35020;XX;XX;X;X;X;X;XX;X;X;X;XX;XX;X;XX;X;X;X;X;X;X
P149DRN;X;22R;X;X;44;1 GARRAFA;CHEVRON SUPREME;20W50;PH 2835;17801-35020;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P849GXQ;1990;22R;3;X;44;5 LITROS;MOTUL BARRIL;20w50;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P340CQM;2004;CORLLA;XX;XX;44;4 LITROS;MOTUL BARRIL;20W50;PH 2840;17801-22020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P102KCZ;2005;COROLLA;1.8;XX;44;4.5 LITROS;MAX LIFE;10W30;PH 2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P133KJT;2007;COROLLA;1.8;XX;44;1 GARRAFA;MAGNATEC;20W50;PH 2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P033KRW;2011;COROLLA;XX;XX;44;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P020HXR;2010;COROLLA;1.8;XX;44;1 GARRAFA;MAGNATEC;10W30;P 980;17801-21050;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;X;X;X;X;X;X;X
P780GLQ;XX;COROLLA;XX;XX;44;XX;XX;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P697GKN;2010;COROLLA;1.8;XX;44;1 GARRAFA;MAXLIFE;20W50;P 980;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P400LBT;2015;COROLLA;1.8;XX;44;1 GARRAFA;MOTUL;10W40;P 980;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P090DRC;1995;COROLLA;X;X;44;4 LITROS;MOTUL BARRIL;20W50;PH 2840;XX;XX;CASTROL ATF;X;X;X;X;XX;X;X;1 GALON;FT 1169;XX;X;XX;X;X;X;X;X;X
P710FLS;2009;COROLLA;2.4;X;44;1 GARRAFA;MAXLIFE;10W30;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P348LCB;2015;COROLLA;XX;XX;44;4 LITROS;MOTUL BARRIL;10W30;P 980;17801-21050;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P780GCQ;2008;COROLLA;1.8;X;44;4.5 LITROS;MOTUL BARRIL;10W30;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P319GHC;X;COROLLA;X;X;44;1 GARRAFA;MAGNATEC;20W50;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P597KNZ;XX;HILUX;XX;XX;44;7 LITROS;MOTUL BARRIL;15W40;PH 2835;17801-OC010;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;23390-OL010;X;X;X;X;X;X
P683JGD;XX;HILUX;XX;XX;44;8 LITROS;VECTON BARRIL;10W30;90915-YZZD2;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;K 1310A;X;23390-OL070;X;X;X;X;X;X
P510GHH;XX;HILUX;XX;XX;44;7 LITROS;VECTON BARRIL;15W40;PH 2835;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;K 1310;X;23390-OL070;X;X;X;X;X;X
P276JTF;2020;HILUX;2.4;X;44;8 LITROS;VECTON BARRIL;15W40;PH 2835;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;23390-OL070;X;X;X;X;X;X
P412BKZ;1998;HILUX;2.8;X;44;6 LITROS;MOTUL BARRIL;15W40;PH 8A;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P166LHZ;X;HILUX;2.4;X;44;2 GALONES;VALV. PR.BLEU;10W30 (DIESEL);90915-YZZD2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P548JWX;2023;HILUX;2.4;X;44;8 LITROS;VECTON BARRIL;10W30;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P980FBL;2011;HILUX;2.5;X;44;7 LITROS;MOTUL BARRIL;15W40;PH 2835;17801-OC010;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;23390-OL010;X;X;X;X;X;X
P663JKC;X;HILUX;X;X;44;8 LITROS;VECTON BARRIL;15W40;90915-YZZD2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P688FYW;2016;HILUX;X;X;44;7 LITROS;MOTUL BARRIL;15W40;PH 2835;17801-38051;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P175JVT;2023;HILUX;2.4;X;44;8 LITROS;VECTON BARRIL;10W30;90915-YZZD2;17801-38051;X;X;X;X;X;X;X;X;X;X;X;K 1310 G;X;23390-OL070;X;X;X;X;X;X
P873JQC;X;HILUX;X;X;44;8 LITROS;VECTON BARRIL;15W40;PH 2835;17801-38051;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;X;X;X;X;X;X;X
P023KKR;2024;HILUX;2.4;X;44;8 LITROS;VECTON BARRIL;10W30;90915-YZZD2;17801-38051;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P754JXX;2023;L.C. PRADO;4;X;44;1 GARRAFA 2 LTS;VALVOLINE FULL S;5W30;WIX 57173;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P566LFN;2015;RAV;XX;XX;44;1 GARRAFA;MAGNATEC;10W30;P 967;CA 10677;XX;CASTROL ATF;X;X;X;X;XX;X;X;1 GALON 1 LITRO;FT 73010;CF 10285;X;XX;X;X;X;X;X;X
P601LFN;XX;RAV;XX;XX;44;1 GARRAFA;QUAKER F;5W30;P 967;XX;XX;CASTROL ATF;X;X;X;X;XX;X;X;1 GALON 1 LITRO;FT 1181;CF 10285;X;XX;X;X;X;X;X;X
P521LCB;2016;RAV;2.5;XX;44;1 GARRAFA;MAGNATEC;10W30;P 967;CA 10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P580LBK;2011;RAV;XX;XX;44;1 GARRAFA;MOTUL;10W40;P 967;XX;X;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P453KTC;20121;RAV;X;X;44;1 GARRAFA;QUAKER FULL;0W20;PH 2840;17801-25020;X;X;X;X;X;X;X;X;X;X;X;K 1310;X;X;X;X;X;X;X;X
P412LLC;X;RAV;X;X;44;5 LITROS;MAXLIFE BARRIL;10W30;P 967;CA 10169;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;X;X;X;X;X;X;X
P498LFN;2020;RAV 4;X;X;44;1 GARRAFA;QUAKER SINT.;0W20;WL 10332;17801-25020;X;X;X;X;X;X;X;X;X;X;X;K 1310;X;X;X;X;X;X;X;X
P290JDK;2022;RAV4;XX;XX;44;1 GARRAFA;QUAKER FULL S;5W30;PH 2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;K 1310;X;XX;X;X;X;X;X;X
P820KXP;XX;RAV4;XX;XX;44;1 GARRAFA;QUAKER FULL S;0W20;P967;CA 10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P334KLX;XX;RAV4;XX;XX;44;1 GARRAFA;VALVOLINE SINT;0W20;P 967;CA 10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P104HXY;XX;RAV4;XX;XX;44;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;MF 1072;X;XX;X;X;X;X;X;X
P225JQM;XX;RAV4;XX;XX;44;1 GARRAFA;MAXLIFE;5W20;P 967;CA 10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P830KCZ;XX;RAV4;XX;XX;44;1 GARRAFA;VALVOLINE SINT;5W20;WL 10332;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;K 1310;X;XX;X;X;X;X;X;X
P833LFN;2008;RAV4;XX;XX;44;XX;XX;XX;XX;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P435JGZ;XX;RAV4;XX;XX;44;1 GARRAFA;MAGNATEC;10W30;P 967;CA 10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P820HYV;2000;RUNNER;XX;XX;44;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P486KQK;2018;RUNNER;XX;XX;44;1 GARRAFA 2 LTS;MAXLIFE;10W30;WIX 57173;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P881GJL;2004;RUNNER;4;X;44;1 GARRAFA 1 LTO;MAGNATEC;10W30;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X
P591GYZ;1999;RUNNER;X;X;44;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P544LFQ;X;RUNNER;X;X;44;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P103LFT;2014;RUNNER;4;X;44;1 GARRAFA 2 LTO;MAGNATEC;10W30;WIX 57173;17801-38051;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P357HYT;2000;SIENNA;3;X;44;1 GARRAFA;MAGNATEC;20W50;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X
P515GKB;2008;SIENNA;X;X;44;6.5 LITROS;MOTUL BARRIL;10W30;P 980;ZJ01-13-240;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON 1 LTO;FT 1232;CF 9846A;X;X;X;X;X;X;X;X
P618JMP;2018;TACOMA;XX;XX;44;1 GARRAFA 1 LTO;MAX LIFE;10W30;PH 2835;17801-0C040;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10374;X;XX;X;X;X;X;X;X
P891LGY;2011;TACOMA;1GR 4.0;XX;44;6 LITROS;MOTUL BARRIL;10W30;PH 2835;17801-OP010;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10374;X;XX;X;X;X;X;X;X
P418LJG;2014;TACOMA;XX;XX;44;1 GARRAFA 1 LTO;MAXLIFE;5W30;PH 2835;CA 9683;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10374;X;XX;X;X;X;X;X;X
P816KCZ;2019;TACOMA;2.7;4;44;X;X;X;X;X;X;CASTROL ATF;X;X;X;X;X;X;X;3 GALONES;FT 71010;X;X;X;X;X;X;X;X;X
P970FMF;2006;VITZ;1.5;X;44;1 GARRAFA;EUROL;10W30;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P959KYG;2014;YARIS;1.5;XX;44;1 GALON;MAGNATEC;10W30;PH 2840;17801-21050;XX;CASTROL ATF;X;X;X;X;XX;X;X;1 GALON;FT 1220;CF 10285;X;XX;X;X;X;X;X;X
P698JXN;2009;YARIS;1.5;XX;44;4 LITROS;MAXLIFE BARRIL;10W30;PH 2840;17801-21050;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P380KVB;2008;YARIS;1.5;X;44;1 GARRAFA;MAGNATEC;20W50;PH 2840;17801-21050;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;X;X;X;X;X;X;X
P058FKL;2010;YARIS;X;X;44;1 GARRAFA;MAXLIFE;10W30;PH 2840;17801-21050;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON;FT 1220;CF 10285;X;X;X;X;X;X;X;X
P836KCZ;2009;YARIS;1.5;X;44;1 GARRAFA;QUAKER;10W30;PH 2840;17801-21050;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON 1 LITRO;FT 1220;CF 10285;X;X;X;X;X;X;X;X
P336HVY;2010;YARIS;1.5;X;44;1 GALON;MAGNATEC;10W30;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P923LGX;2009;YARIS;X;X;44;X;X;X;X;X;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON;FT 1220;X;X;X;X;X;X;X;X;X
P380KPM;2017;YARIS IA;1.5;X;44;1 GARRAFA;MAGNATEC;10W30;PH 2876;17801-WB001;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P789GKF;2016;B14;1.4;XX;5;1 GARRAFA;QUAKER FULL S;10W30;PH 2840;AF-1109013-G03;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
